Explotacion;Localidad;Punto servicio;Contrato;Cliente;NIF/NIE;Estado;Fecha Estado;Fec. Caducidad;T. Gestion Deuda;Compl. Direccion;Categoria;Tipo contrato
EMUASA-MURCIA;SAN BENITO-PATIÑO;CR.FUENSANTA SN C-8-JA-1;6.478.387;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;01/12/1997; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;GUADALUPE;ANGELES SN C-1-JA;6.478.559;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;01/12/1997; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;EL PALMAR;SAN JOSE SN C-3-JA;6.481.230;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;03/04/1998; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;SANTO ANGEL;NARANJOS SN C-4-JA;6.481.231;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;03/04/1998; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;LOS RAMOS;AV.VIRGEN DE LA HUERTA SN C-6-JA;6.482.295;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;02/06/1998; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;ALJUCER;CI.DE LA ERMITA SN C-1-JA;6.482.296;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;29/06/1998; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;LOBOSILLO;JOSE BALSALOBRE SN C-3-JA;6.482.477;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;16/06/1998; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;LA ALBERCA;MAYOR 17-JA;6.482.533;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;16/06/1998; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;LOS DOLORES;FLORES SN C-4-JA-1;6.482.866;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;06/07/1998; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;LA ÑORA;PABLO IGLESIAS SN C-2-JA;6.482.867;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;11/08/1998; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;SANGONERA LA VERDE;REJAS SN C-4-JA;6.483.443;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;31/07/1998; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;CASILLAS;MIGUEL DE CERVANTES SN C-1-JA;6.483.460;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;31/07/1998; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;PUENTE TOCINOS;FRANCISCO PAREDES 25-JA;6.484.592;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;29/09/1998; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;SANGONERA LA VERDE;REJAS SN C-5-JA;6.484.593;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;30/09/1998; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;SANTIAGO Y ZARAICHE;AV.NUESTRA SEÑORA DE ATOCHA SN M-3-JA;6.489.225;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;29/04/1999; ;AYT;C.CULTURAL-JARDIN;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;JARDIN DEL SALITRE SN C-1-JA-FUE;6.489.501;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;04/06/1999; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;PS.ESCULTOR JUAN GONZALEZ MORENO SN M-1-JA;6.489.595;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;14/05/1999; ;AYT;JARDIN;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;GEA Y TRUYOLS;CR.BALSICAS (LA TERCIA) SN C-1-JA;6.489.824;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;26/05/1999; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;SAN GINES;AV.PRINCIPAL (POL.IND) SN C-2-JA;6.490.090;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;18/06/1999; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;SAN GINES;AV.FRANCISCO SALZILLO (POL.IND) SN C-3-JA-1;6.490.095;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;18/06/1999; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;CARRASCOY-LA MURTA;PL.MAYOR SN C-1-JA;6.490.927;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;30/08/1999; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MONTEAGUDO;CUESTA ALIAGA SN C-2-JA;6.491.269;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;27/07/1999; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;PUENTE TOCINOS;PL.TOMAS Y VALIENTE SN C-1-JA;6.491.448;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;27/07/1999; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;EL RAAL;SEGURA(SECANO) SN M-2-JA;6.491.486;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;07/09/1999; ;AYT;JARDIN;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;CAÑADAS DE SAN PEDRO;SOL (CBZO.PLATA) SN C-2-JA;6.491.824;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;07/09/1999; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;CAÑADAS DE SAN PEDRO;ROSARIO (BRUGAROLAS) SN C-1-JA;6.491.826;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;07/09/1999; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;ALGEZARES;SUBIDA FUENSANTA SN C-9-JA-2;6.491.890;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;23/08/1999; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;CARRASCOY-LA MURTA;CASAS DE ABAJO SN C-1-JA;6.492.797;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;29/09/1999; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;LA ARBOLEJA;JR.DEL MALECON SN SUSTR-JA;6.492.871;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;01/10/1999; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;ALGEZARES;RAMBLA SN C-1-JA;6.493.009;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;14/10/1999; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;LOBOSILLO;MANUEL GARCIA GARCIA SN C-2-JA-1;6.494.102;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;24/11/1999; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;CHURRA;CI.ANTOÑEJOS SN C-1-JA;6.494.278;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;26/11/1999; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;LOS RAMOS;CN.VIEJO DE ORIHUELA SN C-4-JA-1;6.495.095;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;20/12/1999; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;LOBOSILLO;SAN ANTONIO DE PADUA 25-JA;6.496.004;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;10/02/2000; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;COBATILLAS;RIO MUNDO SN C-1-JA;6.496.230;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;15/02/2000; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;ALQUERIAS;SAN JUAN 99999-JA;6.496.232;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;11/02/2000; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;LOS MARTINEZ DEL PUERTO;DS.CASAS DE LOS RUICES SN C-2-JA;6.496.354;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;17/02/2000; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;JAVALI VIEJO;CONSTITUCION SN C-3-JA;6.496.936;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;13/03/2000; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;ALJUCER;AV.SANTA CATALINA SN M-6-JA;6.497.130;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;17/05/2000; ;AYT;ISLETA RDA.SUR;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;ERA ALTA;PRINCIPE FELIPE SN C-1-JA;6.498.179;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;05/05/2000; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;CHURRA;JULIO CORTAZAR SN C-5-JA;6.498.806;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;01/06/2000; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;ALGEZARES;SALITRE SN C-1-JA;6.499.404;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;22/06/2000; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;CABEZO DE TORRES;PRINCIPADO SN C-2-JA;6.500.330;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;31/07/2000; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;SANGONERA LA VERDE;ROSALINDA SN C-9-JA;6.501.672;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;06/10/2000; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;CHURRA;AV.CATEDRATICO EUSEBIO ARANDA SN C-2-JA;6.502.323;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;02/11/2000; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;CABEZO DE TORRES;AV.JUVENTUD SN M-2-JA;6.502.668;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;20/11/2000; ;AYT;JARDIN;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;BAÑOS Y MENDIGO;CR.CARTAGENA SN-JA;6.503.842;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;17/01/2001; ;AYT;KM 4;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;ALGEZARES;RAMBLA SN C-2-JA-1;6.503.964;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;23/01/2001; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;EL ESPARRAGAL;RULLOS SN-JA;6.503.969;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;23/01/2001; ;AYT;JARDINES;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;RINCON DE BENISCORNIA;AV.ÑORA SN C-2-JA;6.504.565;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;14/02/2001; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;JAVALI NUEVO;MIGUEL INDURAIN SN C-1-JA;6.505.874;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;24/04/2001; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;LOBOSILLO;CASERIO ROMERAS SN M-1-JA;6.505.958;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;23/04/2001; ;AYT;FTE.Nº7;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;EL PALMAR;PEPE PINTADO SN C-8-JA-1;6.506.989;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;28/05/2001; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;EL PALMAR;MIGUEL HELLIN NAVARRO SN C-9-JA-2;6.506.990;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;28/05/2001; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;CABEZO DE TORRES;AV.ALTO ATALAYAS SN C-26-JA;6.507.780;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;29/06/2001; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;CABEZO DE TORRES;VIRGEN DE LA SALUD SN C-4-JA-1;6.507.785;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;29/06/2001; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;CABEZO DE TORRES;PILAR SN C-4-JA-1;6.507.793;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;29/06/2001; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;GALDO 10-JA;6.510.170;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;15/10/2001; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;BENIAJAN;PL.CRONISTA VALCARCEL SN M-1-JA;6.510.751;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;06/11/2001; ;AYT;JARDIN CARLOS VALCARCEL;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;SANTO ANGEL;ALFONSO XIII 5-JA;6.512.809;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;21/01/2002; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;COBATILLAS;PL.IGLESIA SN M-2-JA;6.512.882;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;22/01/2002; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;ARCHENA SN-JA;6.513.165;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;30/01/2002; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;BAÑOS Y MENDIGO;DS.CASERIO LOS GARCIAS SN M-3-JA;6.513.888;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;21/02/2002; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;LOS RAMOS;AV.MURCIA SN M-6-JA;6.515.842;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;06/05/2002; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;LA ALBERCA;PL.ROBLE 2-JA;6.515.860;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;06/05/2002; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;LA ALBERCA;CN.SALABOSQUE SN M-2-JA;6.515.865;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;06/05/2002; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;LA ALBERCA;JUAN TENORIO SN C-3-JA;6.517.346;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;21/06/2002; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;SANGONERA LA VERDE;CN.CEMENTERIO SN M-12-JA;6.523.296;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;16/01/2003; ;AYT;JARDIN;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;COBATILLAS;ALABEGA SN C-3-JA;6.523.676;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;31/01/2003; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;LOBOSILLO;JOSE BALSALOBRE SN M-6-JA;6.524.125;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;17/02/2003; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;EL RAAL;VR.TORRE(SECANO) SN M-2-JA;6.525.293;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;31/03/2003; ;AYT;JUNTO IGLESIA;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;LOS MARTINEZ DEL PUERTO;DS.CASAS DE LOS RUICES SN M-2-JA;6.525.295;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;31/03/2003; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;CABEZO DE TORRES;ARQUITECTO JUAN TOLEDO SN-JA;6.525.664;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;09/04/2003; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;ERA ALTA;CN.VIEJO DEL ALBADEL SN M-1-JA;6.525.876;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;15/04/2003; ;AYT;FUENTE;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;CATEDRATICO FERNANDO PIÑUELA SN M-2-JA;6.526.035;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;25/04/2003; ;AYT;FT.C/MEDINA;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;ANTONIO MACHADO SN M-3-JA;6.526.565;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;14/05/2003; ;AYT;FTE PELQU. CABALL;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;PUENTE TOCINOS;BELANDO SN-JA;6.526.606;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;15/05/2003; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;GARRES Y LAGES;INFANTA ELENA SN C-3-JA;6.526.845;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;26/05/2003; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;MARIANO TEJERA SN-JA;6.526.963;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;28/05/2003; ;AYT;FTE.PTAS.CASTILLA;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;CHURRA;OCTAVIO PAZ SN M-1-JA;6.527.811;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;01/07/2003; ;AYT;RIEGO DE ÁRBOLES;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;SANTO ANGEL;ROSARIO SN C-5-JA-1;6.528.098;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;10/07/2003; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;CORVERA;CR.LOS MARTINEZ SN-JA;6.528.361;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;22/07/2003; ;AYT;JARDIN;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;EL PALMAR;AGUAMARINA SN M-1-JA;6.528.533;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;29/07/2003; ;AYT;JUNTO CAMPO DE FUTBOL.;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;COMPLEJO ALONSO VEGA 2 B/4-JA;6.529.265;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;28/08/2003; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;PUERTA NUEVA SN M-8-JA;6.529.935;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;23/09/2003; ;AYT;JARDIN;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;ALGEZARES;MONTE DE SAN ROQUE SN M-1-JA;6.530.198;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;30/09/2003; ;AYT;JARDIN;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;JAIME I CONQUISTADOR SN M-1-JA;6.530.650;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;14/10/2003; ;AYT;OBRAS;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;LOS RAMOS;FRANCISCO SALZILLO SN-JA;6.530.682;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;14/10/2003; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;SARGENTO ANGEL TORNEL SN M-3-JA;6.530.892;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;22/10/2003; ;AYT;JARDIN;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MONTEAGUDO;PEDRO DIAZ CASSOU SN C-1-JA;6.533.395;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;02/02/2004; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;CORVERA;CR.LOS BRIANES SN M-2-JA;6.533.401;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;02/02/2004; ;AYT;JA00001;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;AV.LOPE DE VEGA SN M-3-JA;6.533.677;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;10/02/2004; ;AYT;JA00001;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;AV.LOPE DE VEGA SN M-4-JA;6.533.679;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;10/02/2004; ;AYT;JA00002;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;GUADALUPE;PUEBLOS HISPANICOS SN J-1-JA;6.536.623;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;20/05/2004; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;GARRES Y LAGES;CN.TIÑOSA SN M-2-JA;6.537.020;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;03/06/2004; ;AYT;JARDIN;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;DE LA GLORIA SN M-2-JA;6.537.194;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;10/06/2004; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;PL.CASTILLA SN M-1-JA;6.541.259;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;19/10/2004; ;AYT;PARQUES Y JARDINES;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;PL.EUROPA SN M-2-JA;6.542.447;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;24/11/2004; ;AYT;JARDIN;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;CASILLAS;ARTURO PEREZ REVERTE 40-JA;6.543.897;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;19/01/2005; ;AYT;JARDIN;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MONTEAGUDO;CN.VIEJO DE MONTEAGUDO SN M-2-JA;6.544.813;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;21/02/2005; ;AYT;JARDIN;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;ALGEZARES;SUBIDA FUENSANTA SN M-9-JA;6.545.963;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;23/03/2005; ;AYT;JARDIN;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MONTEAGUDO;CI.CLARAS SN M-3-JA;6.546.690;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;15/04/2005; ;AYT;JARDIN;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;CHURRA;VR.FORTUNA SN M-3-JA;6.547.403;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;06/05/2005; ;AYT;JARDIN;Municipal;CAMBIO TITULAR VIVIENDAS
EMUASA-MURCIA;CHURRA;AV.DE CHURRA SN-JA;6.547.404;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;06/05/2005; ;AYT;JARDIN 1;Municipal;CAMBIO TITULAR VIVIENDAS
EMUASA-MURCIA;CHURRA;LOS OLIVOS SN M-1-JA;6.548.037;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;25/05/2005; ;AYT;JARDIN;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;CHURRA;AV.DE MURCIA SN-JA;6.548.038;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;25/05/2005; ;AYT;JARDIN;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;LA ALBERCA;AZAHAR SN M-1-JA;6.551.656;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;21/09/2005; ;AYT;JARDIN AYUNTAMIENTO;Municipal;ALTA SUMINISTRO DE LA RUR, SONDEOS Y RIEGOS
EMUASA-MURCIA;EL PALMAR;CR.PALMAR SN M-1-JA;6.552.773;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;26/10/2005; ;AYT;JARDIN;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;LLANO DE BRUJAS;RINCON DE SAN ANTON SN M-1-JA;6.554.016;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;07/12/2005; ;AYT;JARDIN;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;EL PALMAR;MAYOR SN M-10-JA;6.554.189;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;15/12/2005; ;AYT;FTE.Nº105;Municipal;CAMBIO TITULAR VIVIENDAS
EMUASA-MURCIA;SANTIAGO Y ZARAICHE;ALONSO DE OJEDA SN M-4-JA;6.554.354;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;21/12/2005; ;AYT;JARDIN TRES COPAS;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;COBATILLAS;MAR MEDITERRANEO SN M-6-JA;6.555.491;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;01/02/2006; ;AYT;JARDIN;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;EL ESPARRAGAL;PINTOR MOLINA SANCHEZ SN-JA;6.558.924;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;11/05/2006; ;AYT;JARDINES;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;TORRE DE ROMO SN M-2-JA;6.559.630;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;04/07/2006; ;AYT;JARDIN;Municipal;ALTA AYUNTAMIENTO LOCALES
